Suburb,SalePrice
Altona,1185475.0
Altona,728580.0
Altona,723440.0
Altona,840165.0
Altona,1161690.0
Altona,724950.0
Altona,983335.0
Altona,758790.0
Altona,952717.0
Altona,528116.0
Altona North,1109510.0
Altona North,768120.0
Altona North,863960.0
Altona North,421404.0
Altona North,885260.0
Altona North,728845.0
Altona North,744615.0
Altona North,700095.0
Altona North,612893.0
Altona North,739965.0
Altona North,875490.0
Altona North,863960.0
Altona North,704765.0
Altona North,875490.0
Altona North,654985.0
Altona North,733035.0
Altona North,1180430.0
Altona North,701650.0
Altona North,874430.0
Altona North,921985.0
Altona North,740151.6666666665
Altona North,627533.0
Altona North,739970.0
Altona North,924505.0
Altona North,927215.0
Altona North,863130.0
Altona North,832945.0
Altona North,821810.0
Altona North,1021865.0
Altona North,930403.0
Altona North,886214.9999999999
Altona North,1058088.0
Altona North,858310.0
Altona North,748385.0
Altona North,373182.0
Armadale,597665.0
Armadale,577155.0
Armadale,1158115.0
Armadale,1222520.0
Armadale,1944700.0
Armadale,438249.8333333334
Armadale,1856540.0
Armadale,592487.5
Armadale,1775790.0
Armadale,534600.0
Armadale,1943170.0
Armadale,522280.0
Armadale,674700.0
Armadale,4197450.0
Armadale,2927715.0
Armadale,969850.0
Armadale,705215.0
Armadale,1899890.0
Armadale,638275.0
Armadale,1321857.0
Armadale,312855.0
Armadale,329235.0
Armadale,675505.0
Armadale,602960.0
Armadale,1254415.4
Armadale,2848840.0
Armadale,384340.0
Armadale,1900590.0
Armadale,2198370.0
Armadale,467825.99999999994
Armadale,5035120.0
Armadale,1102390.2
Armadale,2359800.0
Armadale,1820030.0
Armadale,1398125.1
Armadale,433942.33333333326
Armadale,590660.0
Armadale,2023870.0
Armadale,1447610.0
Armadale,1117366.6666666667
Armadale,663165.0
Armadale,638275.0
Armadale,1778590.0
Armadale,363135.0
Armadale,419238.0
Armadale,699965.0
Armadale,572175.0
Armadale,623461.6666666666
Armadale,1366340.0
Armadale,2431930.0
Armadale,518650.0
Armadale,3526390.0
Armadale,3882346.64
Armadale,1109400.0
Armadale,2790165.0
Armadale,3574017.76
Armadale,984660.0
Armadale,2493125.0
Armadale,601907.5
Armadale,509005.5
Armadale,586215.0
Armadale,550458.3333333334
Ascot Vale,421240.0
Ascot Vale,1018770.0
Ascot Vale,454600.0
Ascot Vale,1332050.0
Ascot Vale,587410.0
Ascot Vale,1807460.0
Ascot Vale,1281195.0
Ascot Vale,994100.0
Ascot Vale,734750.0
Ascot Vale,2351300.0
Ascot Vale,803520.0
Ascot Vale,1002580.0
Ascot Vale,1303980.0
Ascot Vale,1014985.0
Ascot Vale,810800.0
Ascot Vale,760120.0
Ascot Vale,892665.0
Ascot Vale,739400.0
Ascot Vale,1260555.0
Ascot Vale,454440.0
Ascot Vale,1010450.0
Ascot Vale,805270.0
Ascot Vale,975353.3333333333
Ascot Vale,1015000.0
Ascot Vale,868645.0
Ascot Vale,1392715.0
Ascot Vale,799720.0
Ascot Vale,418670.0
Ascot Vale,1347290.0
Ascot Vale,1106510.0
Ascot Vale,1349800.0
Ascot Vale,369885.0
Ascot Vale,1378935.0
Ascot Vale,1502165.0
Ascot Vale,997210.0
Ascot Vale,1295683.3333333333
Ascot Vale,1232970.0
Ascot Vale,467065.0
Ascot Vale,1815610.0
Ascot Vale,1541798.333333333
Ascot Vale,727200.0
Ascot Vale,1068235.0
Ascot Vale,939950.0
Ascot Vale,1277745.0
Ascot Vale,1546770.0
Ascot Vale,773190.0
Ascot Vale,1257590.0
Ascot Vale,1685750.0
Ascot Vale,795340.0
Ascot Vale,679200.0
Ascot Vale,439610.0
Ascot Vale,537310.0
Ascot Vale,1187740.0
Ascot Vale,1038180.0
Ascot Vale,433070.0
Ascot Vale,915870.0
Ascot Vale,1416350.0
Ascot Vale,429640.0
Ascot Vale,399060.0
Ascot Vale,1253605.0
Ascot Vale,1213720.0
Ascot Vale,1118440.0
Ascot Vale,1018820.0
Ascot Vale,989915.0
Ascot Vale,439614.23333333334
Ascot Vale,1369000.0
Ascot Vale,1324675.0
Ascot Vale,970290.0
Ascot Vale,994430.0
Ascot Vale,1319440.0
Ascot Vale,943970.0
Ascot Vale,799660.0
Ascot Vale,771970.0
Ascot Vale,911712.5
Ascot Vale,1049130.0
Ascot Vale,1222190.0
Ascot Vale,1576020.0
Ascot Vale,1116655.0
Ascot Vale,1292830.0
Ascot Vale,1269490.0
Ascot Vale,1341560.0
Ascot Vale,1046180.0
Ascot Vale,1260860.0
Ascot Vale,630435.0
Ascot Vale,1642960.0
Ascot Vale,1070560.0
Ascot Vale,721740.0
Ashburton,2566165.0
Ashburton,1664655.0
Ashburton,1105485.0
Ashburton,1755550.0
Ashburton,1362160.0
Ashburton,1336745.0
Ashburton,1648055.0
Ashburton,1348190.0
Ashburton,1388690.0
Ashburton,3793280.0
Ashburton,2000136.57
Ashburton,1566820.0
Ashburton,1719945.0
Ashburton,1717455.0
Ashburton,1851650.0
Ashburton,1574760.0
Ashburton,1702040.0
Ashburton,1322192.5
Ashburton,3452350.0
Ashburton,1084485.0
Ashburton,965170.0
Ashburton,1477335.0
Ashburton,2869665.0
Ashburton,1592870.0
Ashburton,1921680.0
Ashburton,1749150.0
Ashburton,1463730.0
Ashburton,1385342.5
Ashburton,1463500.0
Ashburton,1420045.0
Ashburton,1790720.0
Ashburton,1906605.0
Ashburton,1330400.0
Ashburton,1862040.0
Ashburton,2207860.0
Ashburton,1806010.0
Ashburton,1848170.0
Ashburton,1602250.0
Ashwood,1043315.0
Ashwood,1598020.0
Ashwood,1294630.0
Ashwood,1312210.99
Ashwood,1185045.0
Ashwood,1509235.0
Ashwood,1424530.0
Ashwood,788095.0
Ashwood,874600.0
Ashwood,1342560.0
Ashwood,1547912.57
Ashwood,1454110.0
Ashwood,1183320.0
Ashwood,1505788.0
Ashwood,742310.0
Ashwood,1521850.0
Ashwood,1617133.3333333335
Ashwood,1393150.0
Ashwood,1602668.0
Ashwood,635370.0
Ashwood,624250.0
Ashwood,1159345.0
Ashwood,1292220.0
Ashwood,703220.0
Ashwood,1355830.0
Ashwood,1064935.0
Ashwood,1327140.0
Ashwood,899350.0
Ashwood,902725.0
Ashwood,1334230.0
Ashwood,812148.0
Avondale Heights,834090.0
Avondale Heights,699577.0
Avondale Heights,804270.0
Avondale Heights,702430.0
Avondale Heights,773963.0
Avondale Heights,1014717.0
Avondale Heights,960795.0
Avondale Heights,1836910.0
Avondale Heights,710510.0
Avondale Heights,672600.0
Avondale Heights,1130830.0
Avondale Heights,702890.0
Avondale Heights,674720.0
Avondale Heights,672465.0
Avondale Heights,1041710.0
Avondale Heights,1563225.0
Avondale Heights,514746.0
Avondale Heights,710175.0
Avondale Heights,739130.0
Avondale Heights,716101.0
Avondale Heights,652560.0
Avondale Heights,859240.0
Avondale Heights,851365.0
Avondale Heights,640905.0
Avondale Heights,541880.0
Avondale Heights,849280.0
Avondale Heights,867115.0
Avondale Heights,716770.0
Avondale Heights,1160090.0
Avondale Heights,861335.0
Avondale Heights,806290.0
Avondale Heights,530340.0
Avondale Heights,762820.0
Avondale Heights,652750.0
Avondale Heights,556435.0
Avondale Heights,863995.0
Avondale Heights,918245.0
Avondale Heights,739960.0
Avondale Heights,800045.0
Avondale Heights,814860.0
Avondale Heights,422700.0
Avondale Heights,829400.0
Avondale Heights,805918.0
Avondale Heights,810255.0
Avondale Heights,835030.0
Avondale Heights,693565.0
Avondale Heights,670060.0
Avondale Heights,800045.0
Avondale Heights,797845.0
Avondale Heights,762770.0
Balaclava,1847450.0
Balaclava,448775.0
Balaclava,410769.0
Balaclava,966400.0
Balaclava,534570.0
Balaclava,529417.5
Balaclava,456720.0
Balaclava,1332600.0
Balaclava,451175.0
Balaclava,502100.0
Balaclava,497710.0
Balaclava,1000458.3333333335
Balaclava,1674040.0
Balaclava,641120.0
Balaclava,1232045.0
Balaclava,450652.33333333326
Balaclava,629800.0
Balwyn,1857670.0
Balwyn,1839610.0
Balwyn,1113785.0
Balwyn,1151390.0
Balwyn,2772520.0
Balwyn,2371490.0
Balwyn,2301580.0
Balwyn,3221610.0
Balwyn,745628.0
Balwyn,3965920.0
Balwyn,781083.3333333333
Balwyn,2269550.0
Balwyn,931880.0
Balwyn,1107770.0
Balwyn,2281460.0
Balwyn,2723060.0
Balwyn,511870.0
Balwyn,1504175.0
Balwyn,1436909.4
Balwyn,1011875.0
Balwyn,836950.0
Balwyn,2302140.0
Balwyn,514990.0
Balwyn,2021790.0
Balwyn,1932230.0
Balwyn,634095.0
Balwyn,576890.0
Balwyn,1029725.0
Balwyn,1044525.0
Balwyn,1697325.0
Balwyn,723170.0
Balwyn,2635950.0
Balwyn,1334715.0
Balwyn,2723460.0
Balwyn,2680500.0
Balwyn,1320475.0
Balwyn,2983950.0
Balwyn,655695.0
Balwyn,666015.0
Balwyn,2131085.0
Balwyn,2603740.0
Balwyn,2142060.0
Balwyn,503290.0
Balwyn,2552195.0
Balwyn,1053340.0
Balwyn,2036338.333333333
Balwyn,1476290.0
Balwyn,2006750.0
Balwyn,2020150.0
Balwyn,742035.0
Balwyn,2923340.0
Balwyn,3153220.0
Balwyn,2309810.0
Balwyn,866015.0
Balwyn,2487110.0
Balwyn,2797690.0
Balwyn,2593780.0
Balwyn,1946526.6666666665
Balwyn,2300950.0
Balwyn,591670.0
Balwyn,2619645.0
Balwyn,3283080.0
Balwyn,1177410.0
Balwyn,2119820.0
Balwyn,1984530.0
Balwyn,2928340.0
Balwyn,1816695.0
Balwyn,3970380.0
Balwyn,1470540.0
Balwyn,2772520.0
Balwyn,2265388.333333333
Balwyn,2677470.0
Balwyn,1976530.0
Balwyn,711568.0
Balwyn,2609081.0
Balwyn,1509590.0
Balwyn,1720015.0
Balwyn,1927610.0
Balwyn,968018.0
Balwyn North,1240834.0
Balwyn North,1670260.0
Balwyn North,3186900.0
Balwyn North,1039530.0
Balwyn North,1979940.0
Balwyn North,1870483.333333333
Balwyn North,3048670.0
Balwyn North,1946500.0
Balwyn North,2002950.0
Balwyn North,2119736.6666666665
Balwyn North,1254918.3333333333
Balwyn North,1652470.0
Balwyn North,1770460.0
Balwyn North,1547140.0
Balwyn North,2439410.0
Balwyn North,1767335.0
Balwyn North,2231130.0
Balwyn North,1741256.6666666663
Balwyn North,3291310.0
Balwyn North,2149020.0
Balwyn North,1097428.6666666665
Balwyn North,1538080.0
Balwyn North,1817740.0
Balwyn North,1576770.0
Balwyn North,1793269.9999999998
Balwyn North,1790250.0
Balwyn North,1883800.0
Balwyn North,1915800.0
Balwyn North,1572910.0
Balwyn North,1747370.0
Balwyn North,2230674.666666667
Balwyn North,1284070.0
Balwyn North,3402320.0
Balwyn North,1770907.9999999998
Balwyn North,2363155.0
Balwyn North,1532229.333333333
Balwyn North,1939520.0
Balwyn North,1817716.6666666665
Balwyn North,2926200.0
Balwyn North,1390820.0
Balwyn North,870158.0
Balwyn North,1933778.0
Balwyn North,2092810.0
Balwyn North,2093259.9999999998
Balwyn North,1827710.0
Balwyn North,1976595.0
Balwyn North,1418920.0
Balwyn North,1749110.0
Balwyn North,1598570.0
Balwyn North,1336825.0
Balwyn North,1241056.57
Balwyn North,2231368.0
Balwyn North,2035160.0
Balwyn North,1801300.0
Balwyn North,2019490.0
Balwyn North,1501915.0
Balwyn North,2847950.0
Balwyn North,1769260.0
Balwyn North,2361180.0
Balwyn North,2490280.0
Balwyn North,2923350.0
Balwyn North,1864633.333333333
Balwyn North,1862200.0
Balwyn North,1820706.6666666665
Balwyn North,2014360.0
Balwyn North,1917115.0
Balwyn North,1091170.0
Balwyn North,1716056.0
Balwyn North,1801171.57
Balwyn North,1713240.0
Balwyn North,1899620.0
Balwyn North,4311910.0
Balwyn North,1770780.0
Balwyn North,2317760.0
Balwyn North,1378990.0
Balwyn North,1848760.0
Balwyn North,1430150.0
Balwyn North,720234.0
Balwyn North,2177370.0
Balwyn North,1278263.3333333333
Balwyn North,1785680.0
Balwyn North,1449705.0
Balwyn North,1817716.6666666665
Balwyn North,1818797.333333333
Balwyn North,1256777.47
Balwyn North,1020310.0
Balwyn North,1584420.0
Balwyn North,1445380.0
Balwyn North,1792900.0
Balwyn North,1906698.0
Balwyn North,1642733.333333333
Balwyn North,1758080.0
Balwyn North,1125404.6666666665
Balwyn North,1748010.0
Balwyn North,634325.0
Balwyn North,1537010.0
Balwyn North,2093259.9999999998
Balwyn North,1616240.0
Balwyn North,1921250.0
Balwyn North,1097428.6666666665
Balwyn North,1825970.0
Balwyn North,1279886.6666666667
Balwyn North,1430920.0
Balwyn North,1895510.0
Balwyn North,1314750.0
Balwyn North,2095920.0
Balwyn North,1758500.0
Balwyn North,653275.0
Balwyn North,2555060.0
Bentleigh,778360.0
Bentleigh,1036460.0
Bentleigh,951980.0
Bentleigh,979800.0
Bentleigh,948170.0
Bentleigh,1683535.0
Bentleigh,1350772.5
Bentleigh,797235.0
Bentleigh,1137880.0
Bentleigh,1942990.0
Bentleigh,1690560.0
Bentleigh,1194795.0
Bentleigh,1316215.0
Bentleigh,1724140.0
Bentleigh,1381865.0
Bentleigh,393776.6666666666
Bentleigh,1355580.0
Bentleigh,1196760.0
Bentleigh,2217835.0
Bentleigh,1490310.0
Bentleigh,1374075.0
Bentleigh,934965.0
Bentleigh,1165245.0
Bentleigh,1399795.0
Bentleigh,1008562.5
Bentleigh,1355270.0
Bentleigh,1284010.0
Bentleigh,1197010.0
Bentleigh,1237450.0
Bentleigh,1296580.0
Bentleigh,864100.0
Bentleigh,1062020.0
Bentleigh,683900.0
Bentleigh,1867870.0
Bentleigh,2034375.0
Bentleigh,1318297.5
Bentleigh,588685.0
Bentleigh,841495.0
Bentleigh,1502305.0
Bentleigh,1204042.5
Bentleigh,1908450.0
Bentleigh,764270.0
Bentleigh,1308605.0
Bentleigh,1222890.0
Bentleigh,1606510.0
Bentleigh,1532975.0
Bentleigh,1290190.0
Bentleigh,1141372.5
Bentleigh,1072055.0
Bentleigh,1185030.0
Bentleigh,1817270.0
Bentleigh,1331980.0
Bentleigh,1254125.0
Bentleigh,1628660.0
Bentleigh,1032100.0
Bentleigh,1107492.5
Bentleigh,885325.0
Bentleigh,854905.0
Bentleigh,826750.0
Bentleigh,1134290.0
Bentleigh,1895280.0
Bentleigh,1330060.0
Bentleigh,1405915.0
Bentleigh,1815440.0
Bentleigh,1287450.0
Bentleigh,862855.0
Bentleigh,1111460.0
Bentleigh,1363335.0
Bentleigh,1385520.0
Bentleigh,888580.0
Bentleigh,2574256.6666666665
Bentleigh,1281855.0
Bentleigh,681225.0
Bentleigh,1350565.0
Bentleigh,1813763.88
Bentleigh,1375470.0
Bentleigh,1566613.14
Bentleigh,1782054.4
Bentleigh,696135.0
Bentleigh,667875.0
Bentleigh,1361600.0
Bentleigh,1347075.0
Bentleigh,1852580.0
Bentleigh,1443780.0
Bentleigh,1324675.0
Bentleigh,1032935.0
Bentleigh,1399355.0
Bentleigh,1055865.0
Bentleigh,1324780.0
Bentleigh,584825.0
Bentleigh,2574256.6666666665
Bentleigh,786240.0
Bentleigh,527961.0
Bentleigh East,969212.5
Bentleigh East,912300.0
Bentleigh East,789285.0
Bentleigh East,724775.0
Bentleigh East,523052.0
Bentleigh East,1312730.0
Bentleigh East,1235775.0
Bentleigh East,958865.0
Bentleigh East,1390786.64
Bentleigh East,1011020.0
Bentleigh East,996890.0
Bentleigh East,875550.0
Bentleigh East,1387735.0
Bentleigh East,531335.0
Bentleigh East,696055.0
Bentleigh East,1279773.28
Bentleigh East,917715.0
Bentleigh East,858100.0
Bentleigh East,1442068.88
Bentleigh East,1205070.0
Bentleigh East,1169410.0
Bentleigh East,1235080.0
Bentleigh East,1211537.76
Bentleigh East,1215630.0
Bentleigh East,1149995.82
Bentleigh East,1131295.0
Bentleigh East,1054910.0
Bentleigh East,448000.0
Bentleigh East,742235.0
Bentleigh East,1475935.0
Bentleigh East,986230.0
Bentleigh East,1288400.0
Bentleigh East,931160.0
Bentleigh East,694695.0
Bentleigh East,965615.0
Bentleigh East,1237460.0
Bentleigh East,624925.0
Bentleigh East,327190.0
Bentleigh East,1113755.0
Bentleigh East,1338246.94
Bentleigh East,1230200.0
Bentleigh East,1238690.0
Bentleigh East,494465.2
Bentleigh East,890740.0
Bentleigh East,972675.0
Bentleigh East,1444025.52
Bentleigh East,1205260.0
Bentleigh East,1156200.0
Bentleigh East,750280.0
Bentleigh East,1386070.0
Bentleigh East,1307895.0
Bentleigh East,1258670.0
Bentleigh East,1114965.0
Bentleigh East,854940.0
Bentleigh East,876160.0
Bentleigh East,1179840.0
Bentleigh East,888860.0
Bentleigh East,1086280.0
Bentleigh East,1200530.0
Bentleigh East,734680.0
Bentleigh East,943835.0
Bentleigh East,1284435.0
Bentleigh East,1299708.47
Bentleigh East,797350.0
Bentleigh East,728555.0
Bentleigh East,824820.0
Bentleigh East,1186295.0
Bentleigh East,1111130.0
Bentleigh East,1037695.0
Bentleigh East,1042190.0
Bentleigh East,1116315.0
Bentleigh East,1221190.0
Bentleigh East,1249275.82
Bentleigh East,741410.0
Bentleigh East,991980.0
Bentleigh East,920055.0
Bentleigh East,1119880.0
Bentleigh East,858160.0
Bentleigh East,1247900.0
Bentleigh East,1331805.0
Bentleigh East,1107700.0
Bentleigh East,807675.0
Bentleigh East,1585000.0
Bentleigh East,1175795.0
Bentleigh East,846950.0
Bentleigh East,1256945.0
Bentleigh East,1054925.0
Bentleigh East,1179410.0
Bentleigh East,1753485.0
Bentleigh East,1168215.0
Bentleigh East,776125.0
Bentleigh East,1737820.0
Bentleigh East,988823.0
Bentleigh East,979050.0
Bentleigh East,1062635.0
Bentleigh East,1110310.0
Bentleigh East,964265.0
Bentleigh East,938330.0
Bentleigh East,1032030.0
Bentleigh East,1384775.0
Bentleigh East,1121375.0
Bentleigh East,844700.0
Bentleigh East,1499387.76
Bentleigh East,1309473.47
Bentleigh East,1510085.76
Bentleigh East,1079900.0
Bentleigh East,911710.0
Bentleigh East,839500.0
Bentleigh East,686270.0
Bentleigh East,1559840.0
Bentleigh East,870625.0
Bentleigh East,1199865.0
Bentleigh East,1213535.0
Bentleigh East,1395390.0
Bentleigh East,984490.0
Bentleigh East,929290.0
Bentleigh East,934240.0
Bentleigh East,980285.0
Bentleigh East,1283675.0
Bentleigh East,1135163.47
Bentleigh East,1317380.0
Bentleigh East,1113350.0
Bentleigh East,1181745.0
Bentleigh East,473810.0
Bentleigh East,895950.0
Bentleigh East,1345120.0
Bentleigh East,1015325.0
Bentleigh East,1644824.96
Bentleigh East,1212175.0
Bentleigh East,518635.0
Bentleigh East,962710.0
Bentleigh East,937435.0
Bentleigh East,884240.0
Bentleigh East,1245960.0
Bentleigh East,1233460.0
Bentleigh East,1220910.0
Bentleigh East,768835.0
Bentleigh East,1525701.57
Bentleigh East,815555.0
Bentleigh East,976625.0
Bentleigh East,345570.0
Bentleigh East,1178110.0
Bentleigh East,1193080.0
Bentleigh East,1396538.88
Bentleigh East,1523685.0
Bentleigh East,1064582.5
Bentleigh East,1231070.0
Bentleigh East,1757240.0
Bentleigh East,894770.0
Bentleigh East,808605.0
Bentleigh East,1122685.0
Bentleigh East,719155.0
Bentleigh East,987140.0
Bentleigh East,866165.0
Bentleigh East,1166172.5
Bentleigh East,836280.0
Bentleigh East,684915.2
Bentleigh East,1259350.0
Bentleigh East,1545138.88
Bentleigh East,867415.0
Bentleigh East,860720.0
Bentleigh East,1206447.5
Bentleigh East,1064250.0
Bentleigh East,799360.0
Bentleigh East,876245.0
Bentleigh East,1048120.0
Bentleigh East,1006815.0
Bentleigh East,1014355.0
Bentleigh East,1161210.0
Bentleigh East,875290.0
Bentleigh East,869430.0
Bentleigh East,1069291.94
Bentleigh East,893195.0
Bentleigh East,1226052.5
Bentleigh East,1218250.0
Bentleigh East,1281420.0
Bentleigh East,911825.0
Bentleigh East,1406423.47
Bentleigh East,710790.0
Bentleigh East,1036292.5
Bentleigh East,1446685.0
Bentleigh East,1193755.0
Box Hill,1583685.0
Box Hill,649990.0
Box Hill,696850.0
Box Hill,1015325.0
Box Hill,1553453.0
Box Hill,1533030.0
Box Hill,1193930.0
Box Hill,1699800.0
Box Hill,949040.0
Box Hill,973480.0
Box Hill,1591989.0
Box Hill,1231620.0
Box Hill,550292.5
Box Hill,1011635.0
Box Hill,1395700.0
Box Hill,797820.0
Box Hill,1392650.0
Box Hill,1535470.0
Box Hill,1586753.0
Box Hill,660243.0
Box Hill,1559913.0
Box Hill,1485093.0
Box Hill,833153.0
Box Hill,1550890.0
Box Hill,1792210.0
Box Hill,488425.0
Box Hill,3114680.0
Box Hill,928570.0
Box Hill,759400.0
Box Hill,648230.0
Box Hill,1449928.0
Box Hill,1514990.0
Box Hill,820749.0
Box Hill,549610.0
Box Hill,1415460.0
Box Hill,1590300.0
Box Hill,1531340.0
Box Hill,998000.0
Box Hill,923903.6666666667
Box Hill,651785.0
Box Hill,541460.0
Braybrook,828020.0
Braybrook,639665.0
Braybrook,521420.0
Braybrook,558020.0
Braybrook,704485.0
Braybrook,862220.0
Braybrook,628788.3333333335
Braybrook,633982.0
Braybrook,844837.0
Braybrook,712605.0
Braybrook,636070.0
Braybrook,860640.0
Braybrook,715855.0
Braybrook,645460.0
Braybrook,847600.0
Braybrook,726950.0
Braybrook,628788.3333333335
Braybrook,700640.0
Braybrook,702085.0
Braybrook,615259.0
Braybrook,863007.0
Braybrook,716555.0
Braybrook,782650.0
Braybrook,492070.0
Braybrook,632730.0
Braybrook,998405.0
Braybrook,512536.0
Braybrook,725960.0
Braybrook,623370.0
Braybrook,775780.0
Brighton,2248358.0
Brighton,1638830.0
Brighton,2016160.0
Brighton,3588870.0
Brighton,562203.3333333333
Brighton,3400267.76
Brighton,3400267.76
Brighton,1856930.0
Brighton,1086115.0
Brighton,1413510.0
Brighton,3389841.64
Brighton,2757382.16
Brighton,1296350.0
Brighton,1694510.0
Brighton,1830724.0
Brighton,2828258.88
Brighton,2029700.0
Brighton,1611835.0
Brighton,806690.0
Brighton,1597310.0
Brighton,1934020.0
Brighton,2311825.0
Brighton,1390675.0
Brighton,1371010.0
Brighton,2761314.4
Brighton,928885.0
Brighton,2134830.0
Brighton,2901415.0
Brighton,1168335.0
Brighton,1530665.0
Brighton,1706810.0
Brighton,1420270.0
Brighton,656830.0
Brighton,1170365.0
Brighton,1513815.0
Brighton,1069355.0
Brighton,762140.7142857143
Brighton,2180640.0
Brighton,708878.3333333333
Brighton,1571595.0
Brighton,1847140.0
Brighton,2041441.0
Brighton,1940208.0
Brighton,1297570.0
Brighton,3122968.8
Brighton,2666034.32
Brighton,1530270.0
Brighton,758240.0
Brighton,931612.5
Brighton,1582485.0
Brighton,1292060.0
Brighton,708878.3333333333
Brighton,1419115.0
Brighton,1681455.0
Brighton,3337190.0
Brighton,1771500.0
Brighton,1351655.0
Brighton,1637250.0
Brighton,2304597.76
Brighton,1356145.0
Brighton,1286800.0
Brighton,2932660.0
Brighton,1140835.0
Brighton,1458955.0
Brighton,3069900.56
Brighton,395445.0
Brighton,762593.3333333333
Brighton,949995.0
Brighton,2605568.88
Brighton,1839268.0
Brighton,939920.0
Brighton,2200033.0
Brighton,1634535.0
Brighton,1519982.0
Brighton,1190670.0
Brighton,2676250.0
Brighton,1844134.0
Brighton,2020140.88
Brighton,873130.0
Brighton,1482805.0
Brighton,1561983.0
Brighton,2500120.0
Brighton,3808420.0
Brighton,1691030.0
Brighton,2186690.0
Brighton,2812688.88
Brighton,1443670.0
Brighton,3478385.0
Brighton,648170.0
Brighton,1350320.0
Brighton,902555.0
Brighton,1396055.0
Brighton,1573970.0
Brighton,1658320.0
Brighton,2238633.0
Brighton,1974375.0
Brighton,1077540.0
Brighton,2020610.0
Brighton,978075.0
Brighton,2925319.9466666663
Brighton,1812485.0
Brighton,637285.0
Brighton,683910.0
